0		3139		0.0833333333333
3139		0		0.05
0		3215		0.0833333333333
3215		0		0.0344827586207
0		3835		0.0833333333333
3835		0		0.0454545454545
2		111		0.025641025641
111		2		0.0588235294118
2		194		0.025641025641
194		2		0.0666666666667
2		241		0.025641025641
241		2		0.05
2		326		0.025641025641
326		2		0.0833333333333
2		389		0.025641025641
389		2		0.0333333333333
2		438		0.025641025641
438		2		0.0555555555556
2		533		0.025641025641
533		2		0.1
2		690		0.025641025641
690		2		0.025
2		696		0.025641025641
696		2		0.0384615384615
2		1128		0.025641025641
1128		2		0.1
2		1295		0.025641025641
1295		2		0.0625
2		1300		0.025641025641
1300		2		0.0714285714286
2		1333		0.025641025641
1333		2		0.0217391304348
2		1364		0.025641025641
1364		2		0.04
2		1391		0.025641025641
1391		2		0.0769230769231
2		1465		0.025641025641
1465		2		0.0232558139535
2		1517		0.025641025641
1517		2		0.0357142857143
2		1583		0.025641025641
1583		2		0.0434782608696
2		1706		0.025641025641
1706		2		0.0833333333333
2		1963		0.025641025641
1963		2		0.0357142857143
2		2004		0.025641025641
2004		2		0.0666666666667
2		2112		0.025641025641
2112		2		0.0588235294118
2		2215		0.025641025641
2215		2		0.05
2		2403		0.025641025641
2403		2		0.00540540540541
2		2411		0.0769230769231
2411		2		0.0652173913043
2		2471		0.025641025641
2471		2		0.0181818181818
2		2594		0.025641025641
2594		2		0.0416666666667
2		3007		0.025641025641
3007		2		0.0588235294118
2		3139		0.025641025641
3139		2		0.05
2		3404		0.025641025641
3404		2		0.0555555555556
2		3476		0.025641025641
3476		2		0.0909090909091
2		3774		0.025641025641
3774		2		0.0714285714286
2		4278		0.025641025641
4278		2		0.0909090909091
2		4435		0.025641025641
4435		2		0.0833333333333
2		4861		0.025641025641
4861		2		0.0769230769231
2		4915		0.025641025641
4915		2		0.03125
2		4951		0.025641025641
4951		2		0.0555555555556
2		5137		0.025641025641
5137		2		0.1
2		5324		0.025641025641
5324		2		0.1
2		5417		0.025641025641
5417		2		0.0588235294118
2		5538		0.025641025641
5538		2		0.0222222222222
2		5546		0.025641025641
5546		2		0.0625
2		5622		0.0512820512821
5622		2		0.133333333333
2		5987		0.025641025641
5987		2		0.0833333333333
2		6165		0.025641025641
