"community_id","movie_id"
1,"0"
1,"1"
1,"2"
1,"3"
1,"4"
1,"5"
1,"7"
1,"8"
1,"9"
1,"11"
1,"37"
1,"2965"
1,"3338"
1,"4601"
1,"4741"
1,"6062"
1,"6853"
1,"7047"
1,"8494"
1,"9451"
1,"9575"
1,"9641"
1,"9684"
1,"11492"
1,"11561"
1,"12663"
1,"13828"
1,"13831"
1,"15663"
1,"15669"
1,"17638"
1,"20330"
1,"21447"
1,"22306"
1,"24181"
1,"25447"
1,"26616"
1,"26719"
1,"26749"
1,"28071"
1,"28178"
1,"33283"
1,"34264"
1,"38048"
1,"38058"
1,"38160"
1,"39221"
1,"41309"
1,"42591"
1,"43757"
1,"48508"
1,"49764"
1,"50089"
1,"51088"
1,"53800"
1,"55607"
1,"56597"
1,"58400"
1,"59925"
1,"60755"
1,"60765"
1,"64263"
1,"64650"
1,"66657"
1,"67181"
1,"67977"
1,"69834"
1,"71989"
1,"72759"
1,"73513"
1,"74097"
1,"75987"
1,"76311"
1,"76699"
1,"76949"
1,"77893"
1,"78984"
1,"81087"
1,"81112"
1,"84336"
1,"85482"
1,"86837"
1,"87679"
1,"87684"
1,"88899"
1,"94280"
1,"94797"
1,"94848"
1,"96131"
1,"98126"
1,"99926"
1,"101615"
1,"103334"
1,"104242"
1,"106315"
1,"109561"
1,"113533"
1,"114453"
1,"114519"
1,"122852"
1,"123032"
1,"123784"
1,"124271"
1,"125157"
1,"125290"
1,"125291"
1,"126508"
1,"133245"
1,"134940"
1,"139678"
1,"141452"
1,"142679"
1,"144254"
1,"144288"
1,"147954"
1,"148224"
1,"151434"
1,"152764"
1,"152769"
1,"152772"
1,"152775"
1,"152937"
1,"153004"
1,"153546"
1,"153734"
1,"154845"
1,"160044"
1,"160963"
1,"163041"
1,"164995"
1,"165914"
1,"167725"
1,"173151"
1,"173214"
1,"174430"
1,"175606"
1,"178074"
1,"180150"
1,"198271"
1,"203687"
1,"208985"
1,"210532"
1,"210927"
1,"211160"
1,"215175"
1,"234400"
1,"234403"
1,"242601"
1,"244312"
1,"251100"
1,"251988"
1,"253175"
1,"253177"
1,"253178"
1,"253181"
1,"260374"
1,"261050"
1,"263466"
1,"269448"
1,"278487"
1,"40"
1,"56"
1,"60"
1,"331"
1,"531"
1,"1546"
1,"2547"
1,"2551"
1,"2553"
1,"2988"
1,"3068"
1,"3292"
1,"3325"
1,"3337"
1,"4138"
1,"4157"
1,"5167"
1,"5445"
1,"9504"
1,"11469"
1,"12032"
1,"12056"
1,"12390"
1,"12393"
1,"12634"
1,"12636"
1,"12682"
1,"13833"
1,"14095"
1,"14793"
1,"15472"
1,"15655"
1,"15725"
1,"15919"
1,"17396"
1,"17401"
1,"17548"
1,"18647"
1,"19140"
1,"19754"
1,"19855"
1,"20418"
1,"20825"
1,"20827"
1,"20866"
1,"21505"
1,"23732"
1,"26893"
1,"28088"
1,"28163"
1,"29118"
1,"30126"
1,"30525"
1,"31670"
1,"31790"
1,"32952"
1,"33489"
1,"35061"
1,"35889"
1,"37529"
1,"38051"
1,"38501"
1,"39555"
1,"41313"
1,"41316"
1,"41323"
1,"41333"
1,"41736"
1,"41741"
1,"42320"
1,"42772"
1,"43294"
1,"43938"
1,"44562"
1,"44568"
1,"44569"
1,"44637"
1,"44639"
1,"45685"
1,"47129"
1,"47994"
1,"48627"
1,"49397"
1,"50729"
1,"51122"
1,"51362"
1,"51725"
1,"52624"
1,"52799"
1,"55599"
1,"57000"
1,"58806"
1,"59589"
1,"59823"
1,"59932"
1,"61421"
1,"62039"
1,"62683"
1,"63497"
1,"63757"
1,"64753"
1,"65390"
1,"66133"
1,"66200"
1,"68963"
1,"70487"
1,"70597"
1,"71585"
1,"71617"
1,"72496"
1,"72754"
1,"73494"
1,"74091"
1,"74093"
1,"74099"
1,"75760"
1,"76695"
1,"76962"
1,"76965"
1,"77212"
1,"77230"
1,"79130"
1,"79753"
1,"79973"
1,"79974"
1,"80826"
1,"81390"
1,"81783"
1,"81841"
1,"82226"
1,"83145"
1,"83153"
1,"83449"
1,"83460"
1,"83601"
1,"83786"
1,"84260"
1,"84263"
1,"84380"
1,"85467"
1,"85474"
1,"85475"
1,"85894"
1,"86818"
1,"91893"
1,"91901"
1,"91984"
1,"93413"
1,"94260"
1,"95004"
1,"95384"
1,"96622"
1,"98891"
1,"99809"
1,"100327"
1,"100820"
1,"101807"
1,"102317"
1,"104015"
1,"105092"
1,"105119"
1,"106545"
1,"107799"
1,"107919"
1,"109455"
1,"109458"
1,"110331"
1,"110547"
1,"111244"
1,"111317"
1,"111346"
1,"111399"
1,"112160"
1,"112479"
1,"112851"
1,"114458"
1,"115146"
1,"115468"
1,"118050"
1,"118052"
1,"118054"
1,"118055"
1,"118056"
1,"118057"
1,"118060"
1,"118062"
1,"118063"
1,"118064"
1,"118068"
1,"118069"
1,"120921"
1,"120924"
1,"120926"
1,"121152"
1,"122607"
1,"125534"
1,"125540"
1,"127941"
1,"129157"
1,"129325"
1,"129739"
1,"129848"
1,"130757"
1,"131150"
1,"132062"
1,"133196"
1,"134238"
1,"135847"
1,"136892"
1,"138765"
1,"141344"
1,"142907"
1,"143533"
1,"152024"
1,"152269"
1,"152274"
1,"152275"
1,"152434"
1,"152700"
1,"152701"
1,"154832"
1,"156510"
1,"159087"
1,"160521"
1,"160921"
1,"161041"
1,"162373"
1,"163476"
1,"164511"
1,"164518"
1,"165000"
1,"167296"
1,"168059"
1,"168062"
1,"169013"
1,"169545"
1,"170870"
1,"173814"
1,"174055"
1,"174206"
1,"175814"
1,"176164"
1,"178212"
1,"178515"
1,"184717"
1,"195194"
1,"196959"
1,"197784"
1,"197785"
1,"198302"
1,"201656"
1,"201658"
1,"201769"
1,"201772"
1,"201774"
1,"201775"
1,"201777"
1,"201778"
1,"204652"
1,"205305"
1,"205919"
1,"206509"
1,"208919"
1,"210923"
1,"212799"
1,"215167"
1,"215168"
1,"215170"
1,"215172"
1,"215174"
1,"215181"
1,"215183"
1,"215185"
1,"215195"
1,"217770"
1,"222904"
1,"223635"
1,"228055"
1,"230881"
1,"230894"
1,"232401"
1,"247459"
1,"248561"
1,"251337"
1,"251762"
1,"251769"
1,"253300"
1,"256486"
1,"270574"
1,"280019"
1,"285970"
1,"286600"
1,"286761"
1,"286762"
1,"286763"
1,"286764"
1,"291889"
1,"292441"
1,"303177"
1,"323237"
1,"332410"
1,"46"
1,"47"
1,"1903"
1,"1976"
1,"2802"
1,"3288"
1,"3306"
1,"4198"
1,"4731"
1,"5712"
1,"6063"
1,"7032"
1,"7437"
1,"11151"
1,"11345"
1,"12629"
1,"15258"
1,"15654"
1,"18650"
1,"23936"
1,"25427"
1,"26748"
1,"28899"
1,"28901"
1,"30238"
1,"30512"
1,"31641"
1,"32113"
1,"37815"
1,"39082"
1,"39552"
1,"39590"
1,"41336"
1,"41339"
1,"44922"
1,"46608"
1,"53235"
1,"54508"
1,"56526"
1,"61446"
1,"62042"
1,"73493"
1,"75746"
1,"75747"
1,"75750"
1,"75751"
1,"75752"
1,"75753"
1,"75754"
1,"75755"
1,"75756"
1,"75757"
1,"75758"
1,"75759"
1,"75761"
1,"77666"
1,"78231"
1,"79417"
1,"81391"
1,"82512"
1,"86161"
1,"86866"
1,"86873"
1,"86912"
1,"87189"
1,"88237"
1,"89129"
1,"89202"
1,"91891"
1,"91892"
1,"91894"
1,"91897"
1,"91898"
1,"91899"
1,"91900"
1,"91902"
1,"91903"
1,"91906"
1,"91907"
1,"91909"
1,"91910"
1,"91911"
1,"94263"
1,"96634"
1,"97652"
1,"100593"
1,"102726"
1,"106319"
1,"111245"
1,"113659"
1,"114524"
1,"124140"
1,"125532"
1,"125911"
1,"126629"
1,"126682"
1,"133898"
1,"134237"
1,"136242"
1,"141598"
1,"148493"
1,"152641"
1,"156973"
1,"157185"
1,"158598"
1,"160895"
1,"163625"
1,"173130"
1,"173811"
1,"177834"
1,"197309"
1,"200058"
1,"201562"
1,"201566"
1,"201640"
1,"206950"
1,"208373"
1,"210316"
1,"219625"
1,"220105"
1,"220416"
1,"225077"
1,"228268"
1,"228910"
1,"229683"
1,"230165"
1,"239410"
1,"240456"
1,"250138"
1,"252362"
1,"252382"
1,"254899"
1,"271968"
1,"284025"
1,"292320"
1,"292466"
1,"292988"
1,"295772"
1,"297219"
1,"303104"
1,"319783"
1,"325043"
1,"325046"
1,"335025"
1,"341634"
1,"341635"
1,"364632"
1,"366562"
1,"386330"
1,"65"
1,"285"
1,"350"
1,"1912"
1,"2559"
1,"3301"
1,"3302"
1,"3311"
1,"3315"
1,"3327"
1,"3342"
1,"3722"
1,"4180"
1,"4321"
1,"4634"
1,"4884"
1,"5441"
1,"6119"
1,"7728"
1,"7753"
1,"10626"
1,"10693"
1,"12222"
1,"12581"
1,"12608"
1,"12616"
1,"12668"
1,"14840"
1,"15921"
1,"17653"
1,"18868"
1,"20498"
1,"21437"
1,"23406"
1,"23413"
1,"23729"
1,"24255"
1,"25657"
1,"26760"
1,"28898"
1,"29179"
1,"30544"
1,"31046"
1,"31212"
1,"31369"
1,"31758"
1,"34129"
1,"34265"
1,"35307"
1,"36081"
1,"37059"
1,"39056"
1,"39062"
1,"39215"
1,"42645"
1,"42909"
1,"42941"
1,"46756"
1,"47186"
1,"47203"
1,"47426"
1,"48679"
1,"49852"
1,"51210"
1,"54386"
1,"56237"
1,"57546"
1,"57557"
1,"58793"
1,"59907"
1,"61513"
1,"61519"
1,"65389"
1,"65741"
1,"66117"
1,"66143"
1,"66154"
1,"66695"
1,"67378"
1,"67443"
1,"70233"
1,"70993"
1,"71072"
1,"71448"
1,"72680"
1,"74131"
1,"76964"
1,"77240"
1,"77517"
1,"79402"
1,"79777"
1,"80370"
1,"81806"
1,"84338"
1,"85476"
1,"91186"
1,"95248"
1,"97303"
1,"102184"
1,"102725"
1,"102898"
1,"102899"
1,"107691"
1,"107695"
1,"108613"
1,"109459"
1,"109714"
1,"110852"
1,"111569"
1,"115382"
1,"117410"
1,"120098"
1,"120114"
1,"120285"
1,"120433"
1,"121038"
1,"123669"
1,"123672"
1,"129085"
1,"129732"
1,"130998"
1,"134235"
1,"134248"
1,"135476"
1,"135572"
1,"136148"
1,"137896"
1,"141542"
1,"145201"
1,"145248"
1,"147017"
1,"147023"
1,"148274"
1,"149955"
1,"149969"
1,"150604"
1,"152773"
1,"153242"
1,"153433"
1,"154746"
1,"156964"
1,"158468"
1,"158469"
1,"160509"
1,"160890"
1,"161008"
1,"163407"
1,"165556"
1,"166159"
1,"169552"
1,"170269"
1,"175015"
1,"175328"
1,"175339"
1,"175921"
1,"175976"
1,"177840"
1,"183692"
1,"184719"
1,"186045"
1,"191331"
1,"191876"
1,"196464"
1,"198786"
1,"200750"
1,"204397"
1,"210111"
1,"212261"
1,"215197"
1,"215552"
1,"216611"
1,"217670"
1,"218956"
1,"220590"
1,"222534"
1,"224501"
1,"229952"
1,"233290"
1,"234410"
1,"240265"
1,"240266"
1,"254674"
1,"259451"
1,"259647"
1,"279815"
1,"280239"
1,"289586"
1,"295441"
1,"307211"
1,"307212"
1,"307214"
1,"309337"
1,"311697"
1,"315490"
1,"323115"
1,"332274"
1,"332551"
1,"334499"
1,"336471"
1,"338831"
1,"338833"
1,"364813"
1,"42"
1,"15278"
1,"71587"
1,"83788"
1,"85481"
1,"87112"
1,"97656"
1,"130929"
1,"134239"
1,"134246"
1,"138146"
1,"141949"
1,"144131"
1,"148544"
1,"152885"
1,"183013"
1,"206855"
1,"230256"
1,"242533"
1,"242535"
1,"48"
1,"1548"
1,"1983"
1,"3256"
1,"3283"
1,"3287"
1,"3318"
1,"3319"
1,"4139"
1,"4153"
1,"4211"
1,"4593"
1,"4735"
1,"4983"
1,"5704"
1,"5786"
1,"5975"
1,"5977"
1,"6122"
1,"6163"
1,"7425"
1,"7730"
1,"7744"
1,"7752"
1,"7755"
1,"7757"
1,"7759"
1,"8476"
1,"8536"
1,"8687"
1,"9517"
1,"9591"
1,"9696"
1,"9710"
1,"10698"
1,"10699"
1,"10973"
1,"10994"
1,"11353"
1,"11431"
1,"11553"
1,"11614"
1,"11640"
1,"11741"
1,"12037"
1,"12467"
1,"12469"
1,"12599"
1,"12607"
1,"12628"
1,"13275"
1,"13757"
1,"14052"
1,"14067"
1,"14098"
1,"14493"
1,"14792"
1,"15656"
1,"15662"
1,"15675"
1,"15912"
1,"15922"
1,"16634"
1,"16638"
1,"16661"
1,"16704"
1,"16707"
1,"18565"
1,"18571"
1,"18578"
1,"19333"
1,"19345"
1,"19346"
1,"19755"
1,"19857"
1,"19870"
1,"19877"
1,"20348"
1,"20681"
1,"21396"
1,"22163"
1,"23718"
1,"23735"
1,"23930"
1,"23973"
1,"24254"
1,"24256"
1,"25553"
1,"25558"
1,"25658"
1,"26283"
1,"26288"
1,"26706"
1,"26716"
1,"26718"
1,"26723"
1,"26742"
1,"26886"
1,"26887"
1,"26912"
1,"27352"
1,"28161"
1,"28353"
1,"29051"
1,"29149"
1,"29800"
1,"31365"
1,"31379"
1,"31605"
1,"31643"
1,"31677"
1,"31680"
1,"31690"
1,"31848"
1,"31869"
1,"32958"
1,"33150"
1,"33284"
1,"33400"
1,"33771"
1,"35074"
1,"35142"
1,"35873"
1,"35883"
1,"35938"
1,"35957"
1,"36028"
1,"36062"
1,"36074"
1,"37034"
1,"37544"
1,"37771"
1,"37928"
1,"37986"
1,"37994"
1,"38159"
1,"38492"
1,"38561"
1,"39220"
1,"40892"
1,"41317"
1,"41324"
1,"41327"
1,"42528"
1,"42647"
1,"42687"
1,"42777"
1,"43049"
1,"43128"
1,"43277"
1,"43677"
1,"43739"
1,"43766"
1,"43909"
1,"43928"
1,"43929"
1,"44020"
1,"44071"
1,"45232"
1,"46185"
1,"46195"
1,"47126"
1,"48381"
1,"48389"
1,"48404"
1,"48532"
1,"48756"
1,"48905"
1,"50723"
1,"50735"
1,"50909"
1,"50947"
1,"50957"
1,"51038"
1,"51161"
1,"51165"
1,"51205"
1,"51708"
1,"51710"
1,"51926"
1,"52615"
1,"52796"
1,"56144"
1,"56223"
1,"56228"
1,"56229"
1,"56276"
1,"56684"
1,"56685"
1,"57544"
1,"57804"
1,"59445"
1,"59622"
1,"59796"
1,"60198"
1,"60453"
1,"60729"
1,"60770"
1,"61071"
1,"61395"
1,"61506"
1,"61515"
1,"61531"
1,"62060"
1,"62561"
1,"62569"
1,"63479"
1,"63777"
1,"64656"
1,"64790"
1,"64819"
1,"65226"
1,"65411"
1,"65414"
1,"65750"
1,"66368"
1,"66623"
1,"66643"
1,"66659"
1,"67172"
1,"68987"
1,"69604"
1,"69843"
1,"70826"
1,"70977"
1,"71057"
1,"72501"
1,"72771"
1,"72774"
1,"73099"
1,"73506"
1,"73530"
1,"73928"
1,"74088"
1,"74096"
1,"74116"
1,"74816"
1,"75549"
1,"75558"
1,"76967"
1,"77228"
1,"79133"
1,"79159"
1,"79412"
1,"79778"
1,"79954"
1,"80710"
1,"81182"
1,"81236"
1,"81249"
1,"81288"
1,"81354"
1,"81389"
1,"82097"
1,"82210"
1,"82223"
1,"82991"
1,"83090"
1,"83138"
1,"83187"
1,"83263"
1,"83470"
1,"83607"
1,"83780"
1,"83784"
1,"84332"
1,"84333"
1,"84367"
1,"84371"
1,"85909"
1,"86199"
1,"86839"
1,"86859"
1,"86861"
1,"86875"
1,"87182"
1,"87184"
1,"87188"
1,"91201"
1,"91204"
1,"91205"
1,"91207"
1,"91208"
1,"91209"
1,"91246"
1,"91424"
1,"91426"
1,"91759"
1,"92348"
1,"92766"
1,"92772"
1,"92937"
1,"94136"
1,"94225"
1,"95253"
1,"95859"
1,"96029"
1,"96126"
1,"96129"
1,"96140"
1,"97148"
1,"97911"
1,"97969"
1,"98346"
1,"98622"
1,"98768"
1,"99334"
1,"100256"
1,"100269"
1,"100641"
1,"100677"
1,"100909"
1,"102313"
1,"104201"
1,"106258"
1,"106275"
1,"106317"
1,"106876"
1,"106882"
1,"107698"
1,"107796"
1,"109568"
1,"109589"
1,"110501"
1,"110619"
1,"110699"
1,"111587"
1,"112037"
1,"112041"
1,"112528"
1,"114520"
1,"114521"
1,"114525"
1,"115076"
1,"117117"
1,"117418"
1,"117540"
1,"120155"
1,"120603"
1,"120623"
1,"121178"
1,"125059"
1,"125188"
1,"125191"
1,"125435"
1,"125956"
1,"126237"
1,"126243"
1,"126389"
1,"129661"
1,"130933"
1,"131184"
1,"131674"
1,"131716"
1,"133503"
1,"133564"
1,"134048"
1,"134231"
1,"134233"
1,"136670"
1,"138174"
1,"138780"
1,"140221"
1,"140547"
1,"141446"
1,"141482"
1,"141544"
1,"141609"
1,"142836"
1,"143040"
1,"144036"
1,"144367"
1,"144576"
1,"147428"
1,"148553"
1,"150763"
1,"150768"
1,"151435"
1,"151441"
1,"152196"
1,"152207"
1,"152272"
1,"152761"
1,"152914"
1,"152918"
1,"153063"
1,"153358"
1,"153472"
1,"153961"
1,"155812"
1,"157119"
1,"157657"
1,"158481"
1,"159599"
1,"159645"
1,"160411"
1,"160421"
1,"161089"
1,"161090"
1,"161091"
1,"161118"
1,"163386"
1,"164847"
1,"164993"
1,"165918"
1,"166109"
1,"166212"
1,"167520"
1,"168968"
1,"169015"
1,"169865"
1,"169868"
1,"171221"
1,"171382"
1,"171661"
1,"172700"
1,"173074"
1,"173075"
1,"173223"
1,"173266"
1,"173748"
1,"173835"
1,"174569"
1,"175614"
1,"175675"
1,"176436"
1,"177098"
1,"177314"
1,"178708"
1,"180489"
1,"188059"
1,"188061"
1,"188941"
1,"192904"
1,"193945"
1,"194198"
1,"195308"
1,"195432"
1,"195476"
1,"196456"
1,"197356"
1,"198529"
1,"198535"
1,"198697"
1,"200661"
1,"200662"
1,"200663"
1,"200664"
1,"200668"
1,"200669"
1,"200670"
1,"200701"
1,"201561"
1,"201565"
1,"204644"
1,"205673"
1,"206507"
1,"208711"
1,"208981"
1,"209274"
1,"209312"
1,"209447"
1,"209680"
1,"210363"
1,"210599"
1,"210705"
1,"210844"
1,"211075"
1,"213043"
1,"213387"
1,"213919"
1,"214037"
1,"219633"
1,"224460"
1,"224761"
1,"225753"
1,"229328"
1,"235763"
1,"236645"
1,"236788"
1,"236790"
1,"238712"
1,"239028"
1,"239029"
1,"239030"
1,"239031"
1,"239032"
1,"239033"
1,"240142"
1,"241220"
1,"241221"
1,"241223"
1,"248886"
1,"252371"
1,"259366"
1,"260841"
1,"264248"
1,"264699"
1,"264891"
1,"270430"
1,"276449"
1,"283570"
1,"284298"
1,"290019"
1,"290839"
1,"300191"
1,"311395"
1,"311400"
1,"314205"
1,"326730"
1,"327909"
1,"329545"
1,"338848"
1,"340757"
1,"361682"
1,"371665"
1,"429450"
1,"804"
1,"2554"
1,"2561"
1,"4653"
1,"4893"
1,"5431"
1,"5723"
1,"5966"
1,"7033"
1,"7434"
1,"7727"
1,"8567"
1,"8568"
1,"8579"
1,"8583"
1,"8584"
1,"8588"
1,"8609"
1,"8613"
1,"8629"
1,"8635"
1,"8649"
1,"8657"
1,"8663"
1,"9240"
1,"9245"
1,"9248"
1,"9262"
1,"9264"
1,"9287"
1,"9292"
1,"9298"
1,"9311"
1,"9318"
1,"9323"
1,"9326"
1,"10978"
1,"12253"
1,"12257"
1,"12259"
1,"12263"
1,"12265"
1,"12268"
1,"12269"
1,"12273"
1,"12278"
1,"12280"
1,"12289"
1,"12292"
1,"12294"
1,"12296"
1,"12299"
1,"12461"
1,"12472"
1,"16657"
1,"16708"
1,"19874"
1,"20402"
1,"20845"
1,"22447"
1,"24176"
1,"24182"
1,"24202"
1,"26061"
1,"26062"
1,"26064"
1,"26067"
1,"26434"
1,"26713"
1,"26932"
1,"27933"
1,"30545"
1,"30811"
1,"31039"
1,"31042"
1,"31649"
1,"34488"
1,"34490"
1,"34493"
1,"34962"
1,"35143"
1,"35929"
1,"42564"
1,"42568"
1,"42598"
1,"42616"
1,"42711"
1,"42714"
1,"42765"
1,"44484"
1,"44488"
1,"44490"
1,"44561"
1,"44575"
1,"44626"
1,"46260"
1,"46516"
1,"46748"
1,"47026"
1,"48460"
1,"48505"
1,"49124"
1,"49580"
1,"49833"
1,"49851"
1,"50255"
1,"50538"
1,"51049"
1,"51572"
1,"51675"
1,"53426"
1,"54082"
1,"55580"
1,"55732"
1,"56232"
1,"56598"
1,"58254"
1,"58255"
1,"58836"
1,"59183"
1,"60712"
1,"60714"
1,"60739"
1,"62571"
1,"64468"
1,"66718"
1,"66724"
1,"66727"
1,"66728"
1,"66730"
1,"66739"
1,"66742"
1,"66759"
1,"66762"
1,"66777"
1,"66784"
1,"66802"
1,"66811"
1,"66815"
1,"66819"
1,"67161"
1,"67494"
1,"70241"
1,"70578"
1,"70992"
1,"71698"
1,"72491"
1,"73641"
1,"73914"
1,"74092"
1,"75923"
1,"76090"
1,"76684"
1,"76977"
1,"76979"
1,"77126"
1,"77555"
1,"78721"
1,"79682"
1,"79987"
1,"81111"
1,"81117"
1,"81120"
1,"81122"
1,"81123"
1,"81161"
1,"81383"
1,"81386"
1,"82434"
1,"82440"
1,"82658"
1,"82744"
1,"83084"
1,"83610"
1,"85466"
1,"87675"
1,"92811"
1,"92812"
1,"92819"
1,"92826"
1,"93504"
1,"94107"
1,"94839"
1,"94972"
1,"99056"
1,"100550"
1,"100923"
1,"101120"
1,"101134"
1,"103065"
1,"103332"
1,"106006"
1,"109350"
1,"109492"
1,"113060"
1,"113246"
1,"115783"
1,"118145"
1,"121186"
1,"121195"
1,"122671"
1,"122690"
1,"125219"
1,"125464"
1,"125894"
1,"126446"
1,"129070"
1,"129704"
1,"130408"
1,"131368"
1,"132236"
1,"132958"
1,"132965"
1,"132966"
1,"132968"
1,"133243"
1,"133371"
1,"133373"
1,"135596"
1,"140522"
1,"141376"
1,"141377"
1,"141378"
1,"141422"
1,"141431"
1,"141436"
1,"141925"
1,"142130"
1,"142288"
1,"142890"
1,"142978"
1,"142994"
1,"144573"
1,"146524"
1,"148551"
1,"148941"
1,"149495"
1,"150041"
1,"150270"
1,"152204"
1,"152273"
1,"152869"
1,"153820"
1,"153828"
1,"154353"
1,"155029"
1,"155464"
1,"157057"
1,"157069"
1,"157073"
1,"157079"
1,"157118"
1,"157186"
1,"159985"
1,"160888"
1,"160912"
1,"160917"
1,"162198"
1,"162201"
1,"162204"
1,"162214"
1,"162215"
1,"162216"
1,"162217"
